Points:0,Points:1,Points:2,total_traction:0,total_traction:1,total_traction:2
0.0038679,0.09997,-1.9843,-3801.85,-83833.0,119.6885
-0.0043672,0.10003,-1.9796,2959.45,-83866.0,36.742999999999995
-0.058263,-0.0018967,0.1723,71291.0,-35913.5,15712.3
-0.05782,0.0030951,0.18206,68715.5,-40180.0,16864.0
-0.061987,-0.0052674,0.18256,74176.5,-29597.0,15574.1
-0.10042,-0.01426,2.4271,80405.5,10804.05,-337.115
-0.10122,-0.0052528,2.4337,81020.0,4202.5,-182.21
-0.10011,-0.016336,2.4364,80174.0,12395.35,-57.8215
-0.095849,-0.034145,2.3617,76573.5,26869.5,160.925
0.10134,0.00033508,2.5526,-81091.5,-356.695,-403.14
-0.054656,0.083772,3.3206,44711.0,-67355.5,-36.2285
-0.063292,0.077371,3.3217,51353.0,-62439.0,-19.75155
-0.058492,0.08111,3.3122,47676.5,-65294.0,-122.73949999999999
-0.071757,0.074413,1.5446,56360.0,-58724.5,-164.7635
-0.07609,0.070013,1.5388,59777.5,-55245.5,-102.57900000000001
-0.069066,0.076949,1.5332,54738.5,-60243.0,38.4655
0.10256,0.0093717,0.91047,-81157.5,-7990.15,339.945
0.10183,0.015322,0.92062,-80553.0,-12709.2,351.775
0.10101,0.019826,0.91199,-79908.0,-16271.3,328.16
0.1007,-0.008438,2.7275,-80726.0,7098.1,-352.235
0.099233,-0.018758,2.7307,-79550.5,15437.0,-186.54500000000002
0.10063,-0.0090257,2.7365,-80668.0,7681.1,2.2535
-0.039849,0.097263,-1.0195,32260.5,-77140.0,-29.881
-0.089869,-0.047967,2.3204,71474.5,38456.0,-305.125
-0.093781,-0.039803,2.3171,74792.5,31524.0,-94.1825
-0.093566,-0.040254,2.3276,74413.0,32395.5,-204.655
0.10118,0.016727,1.883,-80123.0,-13747.65,-19.329649999999997
-0.07599,-0.028144,-0.25061,81999.5,7821.55,-11583.95
-0.077654,-0.020139,-0.25928,82258.5,205.645,-12559.3
-0.075912,-0.02072,-0.24788,82143.0,-849.13,-13061.55
0.10303,0.01923,-1.051,-82115.5,-15794.4,324.245
0.10295,0.019416,-1.0609,-82088.0,-15934.65,478.635
0.10438,0.0097775,-1.0565,-83225.5,-8161.4,379.70500000000004
0.069376,-0.0091664,-0.21787,-79405.0,-19319.0,-14975.25
0.071344,-0.017152,-0.22098,-81414.5,-9366.85,-13717.3
-0.071989,-0.055086,-0.28397,73535.5,38341.0,-7354.45
-0.077011,-0.044579,-0.28744,77664.0,28709.0,-8832.5
-0.075604,-0.045601,-0.27827,77649.5,28787.0,-8474.45
-0.076447,-0.071338,-1.1123,60688.0,57547.5,583.095
0.061422,-0.045886,0.14768,-79695.5,14235.75,7810.4
0.059053,-0.056229,0.15251,-76226.0,27619.0,6576.2
0.061456,-0.050172,0.15787,-78159.0,21187.5,7641.95
0.10233,0.01835,-0.74543,-82108.5,-15372.8,-814.53
0.10349,0.0095714,-0.73733,-83152.0,-7972.0,-701.4350000000001
0.10211,0.018994,-0.73592,-81989.5,-16000.45,-801.43
0.093935,0.033835,-1.9901,-78881.5,-28667.5,-594.905
0.096665,0.025129,-1.9845,-81128.5,-21459.5,150.345
0.094503,0.032226,-1.9794,-79323.5,-27375.0,73.95349999999999
-0.049555,-0.02077,0.019288,73285.5,-35680.0,1581.0
-0.052935,-0.02958,0.021813,78472.0,-22086.5,1300.68
-0.052321,-0.027934,0.011853,77569.0,-25233.0,881.85
0.098505,0.017654,-1.8429,-82426.0,-15372.0,203.305
0.099703,0.0090888,-1.8461,-83465.5,-8005.9,243.4
0.099718,0.0091637,-1.8361,-83450.5,-8076.8,225.35999999999999
0.098561,0.017462,-1.8336,-82424.5,-15350.7,232.335
0.0038109,-0.10164,0.69986,-3167.55,81505.5,424.44500000000005
0.098772,0.015764,3.6701,-79643.0,-13219.05,-42.7545
0.069824,0.071587,4.0,-56109.5,-57896.5,-411.31000000000006
0.076604,0.064279,4.0,-61870.0,-51697.5,44.9305
0.072227,0.069138,3.9909,-58315.5,-55678.0,75.6695
0.10295,0.0092675,-1.2873,-83312.0,-7806.85,719.465
-0.058323,0.083897,0.75034,46735.5,-66856.0,480.0
-0.050819,0.088726,0.75082,40952.5,-70547.5,392.045
0.098013,0.019697,3.697,-79060.0,-16304.55,-127.062
0.099634,0.0090543,3.6959,-80342.5,-7818.0,-41.504
0.098813,0.015182,3.7054,-79696.0,-12820.3,-17.5563
0.10361,0.0094396,-0.74746,-83175.0,-7754.25,-864.96
-0.10198,0.02363,-1.091,81545.5,-18554.0,419.7
0.10333,0.0065852,1.3993,-81252.0,-5447.85,-118.167
-0.10361,0.014709,-1.0904,82867.5,-11255.2,380.31
0.065374,0.07571,3.9906,-52811.5,-60923.5,-62.716499999999996
0.06065,0.079552,3.9811,-48895.5,-64113.0,28.5365
0.068281,0.073077,3.9813,-55316.0,-58663.5,38.794
0.10026,0.00062615,3.3814,-80824.5,-536.79,-218.985
0.10027,0.00055653,3.391,-80817.5,-480.985,133.4605
0.099684,0.010592,3.3864,-80353.0,-8684.8,-92.8925
0.0068038,0.099755,3.9035,-6098.05,-80424.0,39.5475
0.008582,0.099595,3.8934,-7680.4,-80290.0,93.1985
0.016051,0.098622,3.9011,-13408.35,-79536.0,88.34
0.098499,-0.018756,-1.7618,-82262.0,16069.0,114.31099999999999
0.098195,-0.020392,-1.7528,-82007.0,17291.5,548.935
0.099896,-0.0095081,-1.7552,-83343.5,8851.7,482.995
0.091487,-0.043315,-1.5437,-75723.5,35772.5,468.935
