Points:0,Points:1,Points:2,total_traction:0,total_traction:1,total_traction:2
0.10118,0.016727,1.883,-48626.0,-8343.3,-3.4723
-0.07599,-0.028144,-0.25061,50809.0,4841.1,-7143.9
-0.077654,-0.020139,-0.25928,50987.0,122.11,-7753.6
-0.075912,-0.02072,-0.24788,50896.0,-532.06,-8061.1
0.10303,0.01923,-1.051,-51121.0,-9832.8,209.13
0.10295,0.019416,-1.0609,-51106.0,-9920.3,305.24
0.10438,0.0097775,-1.0565,-51811.0,-5080.8,243.57
0.069376,-0.0091664,-0.21787,-49140.0,-11962.0,-9226.5
0.071344,-0.017152,-0.22098,-50389.0,-5803.7,-8451.6
-0.071989,-0.055086,-0.28397,45601.0,23772.0,-4533.9
-0.077011,-0.044579,-0.28744,48168.0,17801.0,-5453.0
-0.075604,-0.045601,-0.27827,48149.0,17845.0,-5227.9
-0.076447,-0.071338,-1.1123,37786.0,35831.0,370.3
0.061422,-0.045886,0.14768,-48301.0,8632.5,4757.8
0.059053,-0.056229,0.15251,-46202.0,16745.0,4010.9
0.061456,-0.050172,0.15787,-47378.0,12847.0,4653.9
0.10233,0.01835,-0.74543,-51077.0,-9562.6,-498.76
0.10349,0.0095714,-0.73733,-51724.0,-4959.0,-428.42
0.10211,0.018994,-0.73592,-50999.0,-9952.9,-490.56
0.093935,0.033835,-1.9901,-49263.0,-17903.0,-348.08
0.096665,0.025129,-1.9845,-50657.0,-13399.0,113.34
0.094503,0.032226,-1.9794,-49527.0,-17092.0,63.729
-0.049555,-0.02077,0.019288,44501.0,-21657.0,1024.5
-0.052935,-0.02958,0.021813,47654.0,-13404.0,853.36
-0.052321,-0.027934,0.011853,47128.0,-15323.0,602.0
0.098505,0.017654,-1.8429,-51422.0,-9590.0,136.39
0.099703,0.0090888,-1.8461,-52071.0,-4994.8,161.31
0.099718,0.0091637,-1.8361,-52061.0,-5038.6,149.82
0.098561,0.017462,-1.8336,-51419.0,-9576.4,154.2
